GFLOPs (@1GHz),Utilization,Cycles,Energy,EDP(J*cycle),Area,mac,psum_spad,weights_spad,ifmap_spad,shared_glb,DRAM,Total,Layer Number,Name,Group,Residual Block Number,Mamba Block,Layer Type,C,G,M,N,P,Q,R,S
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,127,layers_25_mixer_x_proj,layers,25.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,128,layers_25_mixer_dt_proj,layers,25.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,129,layers_25_mixer_out_proj,layers,25.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,130,layers_26_mixer_in_proj,layers,26.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,131,layers_26_mixer_conv1d,layers,26.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,132,layers_26_mixer_x_proj,layers,26.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,133,layers_26_mixer_dt_proj,layers,26.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,134,layers_26_mixer_out_proj,layers,26.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,135,layers_27_mixer_in_proj,layers,27.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,136,layers_27_mixer_conv1d,layers,27.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,137,layers_27_mixer_x_proj,layers,27.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,138,layers_27_mixer_dt_proj,layers,27.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,139,layers_27_mixer_out_proj,layers,27.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,140,layers_28_mixer_in_proj,layers,28.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,141,layers_28_mixer_conv1d,layers,28.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,142,layers_28_mixer_x_proj,layers,28.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,143,layers_28_mixer_dt_proj,layers,28.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,144,layers_28_mixer_out_proj,layers,28.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,145,layers_29_mixer_in_proj,layers,29.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,146,layers_29_mixer_conv1d,layers,29.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,147,layers_29_mixer_x_proj,layers,29.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,148,layers_29_mixer_dt_proj,layers,29.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,149,layers_29_mixer_out_proj,layers,29.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,150,layers_30_mixer_in_proj,layers,30.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,151,layers_30_mixer_conv1d,layers,30.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,152,layers_30_mixer_x_proj,layers,30.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,153,layers_30_mixer_dt_proj,layers,30.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,154,layers_30_mixer_out_proj,layers,30.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,155,layers_31_mixer_in_proj,layers,31.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,156,layers_31_mixer_conv1d,layers,31.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,157,layers_31_mixer_x_proj,layers,31.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,158,layers_31_mixer_dt_proj,layers,31.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,159,layers_31_mixer_out_proj,layers,31.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,160,layers_32_mixer_in_proj,layers,32.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,161,layers_32_mixer_conv1d,layers,32.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,162,layers_32_mixer_x_proj,layers,32.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,163,layers_32_mixer_dt_proj,layers,32.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,164,layers_32_mixer_out_proj,layers,32.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,165,layers_33_mixer_in_proj,layers,33.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,166,layers_33_mixer_conv1d,layers,33.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,167,layers_33_mixer_x_proj,layers,33.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,168,layers_33_mixer_dt_proj,layers,33.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,169,layers_33_mixer_out_proj,layers,33.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,170,layers_34_mixer_in_proj,layers,34.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,171,layers_34_mixer_conv1d,layers,34.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,172,layers_34_mixer_x_proj,layers,34.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,173,layers_34_mixer_dt_proj,layers,34.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,174,layers_34_mixer_out_proj,layers,34.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,175,layers_35_mixer_in_proj,layers,35.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,176,layers_35_mixer_conv1d,layers,35.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,177,layers_35_mixer_x_proj,layers,35.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,178,layers_35_mixer_dt_proj,layers,35.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,179,layers_35_mixer_out_proj,layers,35.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,180,layers_36_mixer_in_proj,layers,36.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,181,layers_36_mixer_conv1d,layers,36.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,182,layers_36_mixer_x_proj,layers,36.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,183,layers_36_mixer_dt_proj,layers,36.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,184,layers_36_mixer_out_proj,layers,36.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,185,layers_37_mixer_in_proj,layers,37.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,186,layers_37_mixer_conv1d,layers,37.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,187,layers_37_mixer_x_proj,layers,37.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,188,layers_37_mixer_dt_proj,layers,37.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,189,layers_37_mixer_out_proj,layers,37.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,190,layers_38_mixer_in_proj,layers,38.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,191,layers_38_mixer_conv1d,layers,38.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,192,layers_38_mixer_x_proj,layers,38.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,193,layers_38_mixer_dt_proj,layers,38.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,194,layers_38_mixer_out_proj,layers,38.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,195,layers_39_mixer_in_proj,layers,39.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,196,layers_39_mixer_conv1d,layers,39.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,197,layers_39_mixer_x_proj,layers,39.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,198,layers_39_mixer_dt_proj,layers,39.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,199,layers_39_mixer_out_proj,layers,39.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,200,layers_40_mixer_in_proj,layers,40.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,201,layers_40_mixer_conv1d,layers,40.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,202,layers_40_mixer_x_proj,layers,40.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,203,layers_40_mixer_dt_proj,layers,40.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,204,layers_40_mixer_out_proj,layers,40.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,205,layers_41_mixer_in_proj,layers,41.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,206,layers_41_mixer_conv1d,layers,41.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,207,layers_41_mixer_x_proj,layers,41.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,208,layers_41_mixer_dt_proj,layers,41.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,209,layers_41_mixer_out_proj,layers,41.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,210,layers_42_mixer_in_proj,layers,42.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,211,layers_42_mixer_conv1d,layers,42.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,212,layers_42_mixer_x_proj,layers,42.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,213,layers_42_mixer_dt_proj,layers,42.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,214,layers_42_mixer_out_proj,layers,42.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,215,layers_43_mixer_in_proj,layers,43.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,216,layers_43_mixer_conv1d,layers,43.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,217,layers_43_mixer_x_proj,layers,43.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,218,layers_43_mixer_dt_proj,layers,43.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,219,layers_43_mixer_out_proj,layers,43.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,220,layers_44_mixer_in_proj,layers,44.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,221,layers_44_mixer_conv1d,layers,44.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,222,layers_44_mixer_x_proj,layers,44.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,223,layers_44_mixer_dt_proj,layers,44.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,224,layers_44_mixer_out_proj,layers,44.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,225,layers_45_mixer_in_proj,layers,45.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,226,layers_45_mixer_conv1d,layers,45.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,227,layers_45_mixer_x_proj,layers,45.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,228,layers_45_mixer_dt_proj,layers,45.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,229,layers_45_mixer_out_proj,layers,45.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,230,layers_46_mixer_in_proj,layers,46.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,231,layers_46_mixer_conv1d,layers,46.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,232,layers_46_mixer_x_proj,layers,46.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,233,layers_46_mixer_dt_proj,layers,46.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,234,layers_46_mixer_out_proj,layers,46.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,235,layers_47_mixer_in_proj,layers,47.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,236,layers_47_mixer_conv1d,layers,47.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,237,layers_47_mixer_x_proj,layers,47.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,238,layers_47_mixer_dt_proj,layers,47.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,239,layers_47_mixer_out_proj,layers,47.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
23.99,7.14%,4290560,3444.08,1.48e+04,0.00,207.69,470.04,1930.72,123.41,96.94,64063.77,66892.58,240,lm_head,lm,,,head,1024,1,50280,1,1,1,1,1
